id,Grouper,Meaning,Tack_1,Tack_2,Tack_3,Tack_4,Free_Text_Tack_1,Free_Text_Tack_2,Free_Text_Tack_3,Free_Text_Tack_4,Free_Text_Tack_5,Free_Text_Tack_6,Table_Group,List_A,List_B,List_C,Free_Text_List,created_at
,CORPEN PORT 17,Alter course by wheeling in the direction to PORT 170 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 18,Alter course by wheeling in the direction to PORT 180 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 1,Alter course by wheeling in the direction to STBD 10 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 2,Alter course by wheeling in the direction to STBD 20 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 3,Alter course by wheeling in the direction to STBD 30 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 4,Alter course by wheeling in the direction to STBD 40 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 5,Alter course by wheeling in the direction to STBD 50 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 6,Alter course by wheeling in the direction to STBD 60 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 7,Alter course by wheeling in the direction to STBD 70 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 8,Alter course by wheeling in the direction to STBD 80 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 9,Alter course by wheeling in the direction to STBD 90 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 10,Alter course by wheeling in the direction to STBD 100 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 11,Alter course by wheeling in the direction to STBD 110 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 12,Alter course by wheeling in the direction to STBD 120 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 13,Alter course by wheeling in the direction to STBD 130 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 14,Alter course by wheeling in the direction to STBD 140 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 15,Alter course by wheeling in the direction to STBD 150 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 16,Alter course by wheeling in the direction to STBD 160 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 17,Alter course by wheeling in the direction to STBD 170 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 18,Alter course by wheeling in the direction to STBD 180 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT ANS,Alter course by wheeling in the direction to PORT 5 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 1 ANS,Alter course by wheeling in the direction to PORT 15 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 2 ANS,Alter course by wheeling in the direction to PORT 25 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 3 ANS,Alter course by wheeling in the direction to PORT 35 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 4 ANS,Alter course by wheeling in the direction to PORT 45 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 5 ANS,Alter course by wheeling in the direction to PORT 55 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 6 ANS,Alter course by wheeling in the direction to PORT 65 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 7 ANS,Alter course by wheeling in the direction to PORT 75 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 8 ANS,Alter course by wheeling in the direction to PORT 85 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 9 ANS,Alter course by wheeling in the direction to PORT 95 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 10 ANS,Alter course by wheeling in the direction to PORT 105 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 11 ANS,Alter course by wheeling in the direction to PORT 115 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 12 ANS,Alter course by wheeling in the direction to PORT 125 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 13 ANS,Alter course by wheeling in the direction to PORT 135 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 14 ANS,Alter course by wheeling in the direction to PORT 145 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 15 ANS,Alter course by wheeling in the direction to PORT 155 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 16 ANS,Alter course by wheeling in the direction to PORT 165 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT 17 ANS,Alter course by wheeling in the direction to PORT 175 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 1 ANS,Alter course by wheeling in the direction to STBD 15 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 2 ANS,Alter course by wheeling in the direction to STBD 25 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 3 ANS,Alter course by wheeling in the direction to STBD 35 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 4 ANS,Alter course by wheeling in the direction to STBD 45 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 5 ANS,Alter course by wheeling in the direction to STBD 55 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 6 ANS,Alter course by wheeling in the direction to STBD 65 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 7 ANS,Alter course by wheeling in the direction to STBD 75 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 8 ANS,Alter course by wheeling in the direction to STBD 85 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 9 ANS,Alter course by wheeling in the direction to STBD 95 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 10 ANS,Alter course by wheeling in the direction to STBD 105 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 11 ANS,Alter course by wheeling in the direction to STBD 115 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 12 ANS,Alter course by wheeling in the direction to STBD 125 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 13 ANS,Alter course by wheeling in the direction to STBD 135 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 14 ANS,Alter course by wheeling in the direction to STBD 145 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 15 ANS,Alter course by wheeling in the direction to STBD 155 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 16 ANS,Alter course by wheeling in the direction to STBD 165 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD 17 ANS,Alter course by wheeling in the direction to STBD 175 degrees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN PORT,Alter course by wheeling in the direction PORT to the course Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN STBD,Alter course by wheeling in the direction STBD to the course Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,INT CORPEN,What is your course (and speed)?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN,"STOP the turn and STEADY on a course which is 20 degrees beyond the direction in which the ship is heading at the moment the signal is understood. (The OTC should then confirm the course on which to steady by making the signal CORPEN A_j. See Vol.1, Chapter 3.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN A,STEER COURSE Free_Text_Tack_1.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN B,BASE COURSE. Adjust base course to Free_Text_Tack_1. Not to be used for adjustments over 10 degrees. Change of course is to be absorbed and relative stations regained without stopping evasive steering.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN C,STOP THE TURN. Steady on course Free_Text_Tack_1. (See Vol. 1 Chaper 3),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN D,WHEEL SIMULTANEOUSLY. Each line (or unit indicated) wheel simultaneously to course Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN E,STEER SAFETY COURSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN F,"ALTER COURSE toFree_Text_Tack_1 (at______). Units are to maintain true bearings and distances from the Guide (or___). At the time ordered, single ship units are to turn individually to the new course. Remaining units are to turn to the new course as directed by their unit commanders, who have discretion as to the method of altering the course of their units and their resulting formation.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN G,ALTER COURSE TO Free_Text_Tack_1 (at______)and ROTATE the formation axis the SAME NUMBER OF DEGREES and in the same direction as the alteration of course. (See instruction under CORPEN H).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN H,ALTER COURSE TO __ (at __) and ROTATED formation Axis to the SAME TRUE DIRECTION.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN J,ALTER COURSE to Free_Text_Tack_1 (at) __ . Units are to maintain relative bearings and distances from the Guide. Single ship units are to proceed independently; remaining units by order of their unit Commanders,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN K,"ALTER COURSE. The Guide is to alter course to Free_Text_Tack_1 (at ______)(on arrival in position __). Remaining units are to conform units whose stations are on the guide'S line of advance either ahead or astern are to alter course on passing through the position where the Guide alters course. Those units not on the Guide's line of advance, on arrival abeam of the point where the Guide alters course, are to proceed to their stations relative to the new course. Single ship units are to proceed independently, remaining units by orders of their unit commanders. This method is not to be used in a circular formation. If evasive steering is being carried out, the OTC should order the formation to stop evasive steering and resume the base course before the most advanced unit is due to alter course.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN L,CSW. Make course Free_Text_Tack_1 (and speed __) good through the water,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN M PORT,ALTER COURSE in the direction indicated to PORT in accordance with standard track turn method number_______ (from ATP 24 preceded by DESIG),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN M STBD,ALTER COURSE in the direction indicated to STBD in accordance with standard track turn method number_______ (from ATP 24 preceded by DESIG),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN N,"REPLENISHMENT UNITS alter course when ordered by control ships to Free_Text_Tack_1 degrees as indicated in Free_Text_Tack_2 steps. (ANSWER for 5 degree steps, ONE for 10 degree steps for TWO for 20 degree steps) .",0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,NULL
,CORPEN P,GUIDE steer course Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN S,"SEARCH TURN. Alter the direction of the search to course Free_Text_Tack_1 (at __). The wing ship on the side away from the direction of the new course is to turn to the course indicated and become Guide. Remaining ships are to continue their course, each one turning in sequence, so that on COMPLETION of her turn she will be on the beam of the Guide on the new course.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN U,MAINTAIN present course (or course ___) (until ___).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN V,ALTER course by wheeling to Free_Text_Tack_1 (at__) without further signal and resume zigzag. The base course is automatically changed to new course. Screen reorient as directed by the screen commander.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN X,ALTER course to __ (at __). Screened units are to maintain true bearings and distances from the guide. Screen reorient as indicated by the screen commander. ASW Pickets __,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN Z PORT,"CHANGING THE SIDE OF LINES. Change the side of the bearing of guides of lines, ships turning to PORT as indicated.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,CORPEN Z STBD,"CHANGING THE SIDE OF LINES. Change the side of the bearing of guides of lines, ships turning to STBD as indicated.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,B CORPEN,BASE COURSE is Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,D CORPEN,AIRCRAFT estimated course for out-of-wind operation of fixed-wing aircraft is Free_Text_Tack_1 (speed_____).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,E CORPEN,SAFETY COURSE is Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,F CORPEN,AIRCRAFT estimated flight operations course for impending aircraft operation is Free_Text_Tack_1 (speed_____).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,G CORPEN,GUIDE'S course is Free_Text_Tack_1 (or is altering to ____) (Guide's speed is_____).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,H CORPEN,INTEND ALTERING COURSE to Free_Text_Tack_1 (at_____).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,J CORPEN,BASE course will be Free_Text_Tack_1 (when the Guide passes the point indicated).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,K CORPEN,COURSE is Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,L CORPEN,TRACK COURSE Free_Text_Tack_1.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,M CORPEN.,MY (or unit indicated) COURSE is Free_Text_Tack_1 (my speed is ____),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,P CORPEN,AM ADJUSTING MY COURSE to (speed),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,R CORPEN,REPLENISHMENT COURSE is Free_Text_Tack_1 (speed ).,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,T CORPEN,THROW OFF COURSE is Free_Text_Tack_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,W CORPEN,MANEUVER ordered to be carried out at is to be executed at that time without further signalling. Unit commanders are to issue necessary instructions in advance .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 1 ANS,AM ABOUT TO ALTER COURSE to 15 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 2 ANS,AM ABOUT TO ALTER COURSE to 25 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 3 ANS,AM ABOUT TO ALTER COURSE to 35 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 4 ANS,AM ABOUT TO ALTER COURSE to 45 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 5 ANS,AM ABOUT TO ALTER COURSE to 55 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 6 ANS,AM ABOUT TO ALTER COURSE to 65 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 7 ANS,AM ABOUT TO ALTER COURSE to 75 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 8 ANS,AM ABOUT TO ALTER COURSE to 85 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 9 ANS,AM ABOUT TO ALTER COURSE to 95 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 10 ANS,AM ABOUT TO ALTER COURSE to 105 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 11 ANS,AM ABOUT TO ALTER COURSE to 115 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 12 ANS,AM ABOUT TO ALTER COURSE to 125 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 13 ANS,AM ABOUT TO ALTER COURSE to 135 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 14 ANS,AM ABOUT TO ALTER COURSE to 145 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 15 ANS,AM ABOUT TO ALTER COURSE to 155 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 16 ANS,AM ABOUT TO ALTER COURSE to 165 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 17 ANS,AM ABOUT TO ALTER COURSE to 175 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 1 ANS,AM ABOUT TO ALTER COURSE to 15 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 2 ANS,AM ABOUT TO ALTER COURSE to 25 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 3 ANS,AM ABOUT TO ALTER COURSE to 35 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 4 ANS,AM ABOUT TO ALTER COURSE to 45 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 5 ANS,AM ABOUT TO ALTER COURSE to 55 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 6 ANS,AM ABOUT TO ALTER COURSE to 65 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 7 ANS,AM ABOUT TO ALTER COURSE to 75 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 8 ANS,AM ABOUT TO ALTER COURSE to 85 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 9 ANS,AM ABOUT TO ALTER COURSE to 95 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 10 ANS,AM ABOUT TO ALTER COURSE to 105 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 11 ANS,AM ABOUT TO ALTER COURSE to 115 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 12 ANS,AM ABOUT TO ALTER COURSE to 125 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 13 ANS,AM ABOUT TO ALTER COURSE to 135 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 14 ANS,AM ABOUT TO ALTER COURSE to 145 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 15 ANS,AM ABOUT TO ALTER COURSE to 155 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 16 ANS,AM ABOUT TO ALTER COURSE to 165 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 17 ANS,AM ABOUT TO ALTER COURSE to 175 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 1,AM ABOUT TO ALTER COURSE to 10 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 2,AM ABOUT TO ALTER COURSE to 20 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 3,AM ABOUT TO ALTER COURSE to 30 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 4,AM ABOUT TO ALTER COURSE to 40 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 5,AM ABOUT TO ALTER COURSE to 50 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 6,AM ABOUT TO ALTER COURSE to 60 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 7,AM ABOUT TO ALTER COURSE to 70 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 8,AM ABOUT TO ALTER COURSE to 80 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 9,AM ABOUT TO ALTER COURSE to 90 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 10,AM ABOUT TO ALTER COURSE to 100 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 11,AM ABOUT TO ALTER COURSE to 110 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 12,AM ABOUT TO ALTER COURSE to 120 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 13,AM ABOUT TO ALTER COURSE to 130 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 14,AM ABOUT TO ALTER COURSE to 140 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 15,AM ABOUT TO ALTER COURSE to 150 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 16,AM ABOUT TO ALTER COURSE to 160 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 17,AM ABOUT TO ALTER COURSE to 170 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD 18,AM ABOUT TO ALTER COURSE to 180 degrees to STBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 1,AM ABOUT TO ALTER COURSE to 10 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 2,AM ABOUT TO ALTER COURSE to 20 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 3,AM ABOUT TO ALTER COURSE to 30 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 4,AM ABOUT TO ALTER COURSE to 40 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 5,AM ABOUT TO ALTER COURSE to 50 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 6,AM ABOUT TO ALTER COURSE to 60 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 7,AM ABOUT TO ALTER COURSE to 70 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 8,AM ABOUT TO ALTER COURSE to 80 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 9,AM ABOUT TO ALTER COURSE to 90 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 10,AM ABOUT TO ALTER COURSE to 100 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 11,AM ABOUT TO ALTER COURSE to 110 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 12,AM ABOUT TO ALTER COURSE to 120 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 13,AM ABOUT TO ALTER COURSE to 130 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 14,AM ABOUT TO ALTER COURSE to 140 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 15,AM ABOUT TO ALTER COURSE to 150 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 16,AM ABOUT TO ALTER COURSE to 160 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 17,AM ABOUT TO ALTER COURSE to 170 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT 18,AM ABOUT TO ALTER COURSE to 180 degrees to PORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN PORT,"AM ABOUT TO ALTER COURSE to PORT, to course (FREE_TEXT).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,X CORPEN STBD,"AM ABOUT TO ALTER COURSE to STBD, to course (FREE_TEXT).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,Z CORPEN,CONVOY COURSE is Free_Text_Tack_1 (speed_____),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,INT Speed,What is your speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SPEED,"GUIDE PROCEED at speed Free_Text_Tack_1, other ships proceed as necessary to maintain station.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SPEED 0,GUIDE is to STOP engines; other ships proceed as necessary to maintain station.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,SPEED A,STOP ship by REVERSING engines.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,SPEED C,CAVITATION speed. Proceed at Free_Text_Tack_1 .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
,SPEED D,ANTI-HOMING TORPEDO speed. Proceed at HIGH anti-homing Torpedo speed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL
,SPEED E,ZIGZAG SPEED. Carry out speed changes between __ knots and __ knots. Two numerals groups separated by TACK indicated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL
